Id,SalePrice
1461,113192.67049883388
1462,162256.20116607286
1463,190299.58368631406
1464,197346.87097740395
1465,202718.89898355107
1466,173132.5509795855
1467,180925.46248982556
1468,160049.73560917028
1469,209546.64940967225
1470,115577.76167021284
1471,157953.9110318094
1472,97126.01279054908
1473,94953.25060583663
1474,146738.69362015917
1475,109861.89170529367
1476,377172.3823688766
1477,259558.52697922045
1478,312207.9124667845
1479,304996.4458217571
1480,480087.44558419497
1481,311058.93061322195
1482,204895.08654397458
1483,178458.30118450592
1484,161159.8639116073
1485,178592.41494659916
1486,189987.4610215372
1487,334574.7150075552
1488,225026.1857150664
1489,205365.47876004316
1490,260694.99092313484
1491,199956.29817592388
1492,101848.51629975857
1493,192952.52814505913
1494,313609.78047976235
1495,290004.0273214901
1496,247562.00382823357
1497,176852.43558729778
1498,173915.42869864812
1499,164568.3381771443
1500,148763.3812376276
1501,196171.34176873008
1502,133056.8804788749
1503,362021.20587897836
1504,234078.36933079024
1505,227068.22560347023
1506,189295.79876856226
1507,259582.74025943608
1508,196342.1795860394
1509,153713.14672472188
1510,142293.0331042473
1511,160749.41401139554
1512,181211.94388575142
1513,152559.0009149483
1514,167159.9487525561
1515,215795.03626409476
1516,158499.3342323125
1517,185335.66680860065
1518,123941.36896692403
1519,218662.52390433825
1520,127813.78200600599
1521,136026.0273071907
1522,187960.33150187822
1523,114703.12065978663
1524,127322.48547158728
1525,121363.07043282758
1526,110733.80838025408
1527,109080.15739987255
1528,133244.44324512559
1529,157862.6621793277
1530,204504.734284917
1531,124468.37233069597
1532,86746.83327194757
1533,158976.64158994833
1534,128868.72380143101
1535,154387.9786990952
1536,93454.70049094339
1537,50424.3944437186
1538,151724.71997062908
1539,208212.41293698852
1540,124090.86409196898
1541,138934.94181820157
1542,162534.24059836776
1543,188423.95564934053
1544,72971.06984603289
1545,118853.8072439984
1546,135080.18447521923
1547,128967.73842239741
1548,148560.17031437764
1549,123335.7674902589
1550,143303.99727206852
1551,105522.06957404246
1552,159651.53969835024
1553,149591.80325251573
1554,121365.90404648543
1555,162893.38711042202
1556,54898.08221107628
1557,136984.5504692319
1558,104350.91169493913
1559,59177.31833229994
1560,120727.13626433443
1561,149570.7062198997
1562,128838.5458757378
1563,131222.9104409432
1564,161806.8528733342
1565,156444.23468212958
1566,227797.2136732384
1567,74601.5725401059
1568,222700.38244183874
1569,134160.66116380575
1570,130762.56145898555
1571,88361.871995872
1572,152525.8163674483
1573,268847.63881338947
1574,139176.89664546028
1575,231259.22145146108
1576,229450.8542876963
1577,180958.41798337852
1578,157320.00436161808
1579,148463.3290087051
1580,190630.99423119647
1581,153629.85932548146
1582,133181.93422388076
1583,280886.4848680644
1584,221161.01981583796
1585,134503.39522364293
1586,69132.38220778573
1587,110891.11792643648
1588,156184.236472607
1589,108029.78689030255
1590,123751.03918068914
1591,87783.94332311384
1592,133578.8431924244
1593,127051.72521604376
1594,131780.79609967093
1595,116721.01585457008
1596,227415.3139131678
1597,210232.82720728358
1598,211757.2059692503
1599,185164.87976908032
1600,164837.0892548844
1601,53859.300416295766
1602,125133.35734588886
1603,47175.72738646669
1604,275210.4378512087
1605,224434.69157364278
1606,150875.74696185102
1607,167262.98946093733
1608,199698.56997134013
1609,190449.01202180865
1610,153451.52034837054
1611,125303.12649920373
1612,186937.5053782313
1613,166784.1527777305
1614,136022.12240910437
1615,91541.33846288791
1616,67568.67796418013
1617,84904.84063949855
1618,134905.02509935363
1619,142340.7919101281
1620,187546.41144650453
1621,131830.34599995613
1622,148657.48935022077
1623,254392.3384996947
1624,199715.92939498823
1625,116105.50753975881
1626,167865.23378151527
1627,193072.33832649072
1628,276666.38385038974
1629,177080.41770449327
1630,370169.52274214826
1631,254784.58593006572
1632,249224.64574140334
1633,172495.15130552638
1634,183958.25000279385
1635,170621.8094758595
1636,146118.27323431405
1637,200029.85397010425
1638,176595.17166735348
1639,182107.67625394708
1640,236349.73014762322
1641,185486.2899927128
1642,254910.796512804
1643,216557.7569627784
1644,240256.47494652797
1645,209872.89372864342
1646,154970.84680111532
1647,156972.8284319659
1648,126369.22994083981
1649,127301.84736292064
1650,118167.77480751043
1651,115178.16141423048
1652,97524.37969477742
1653,92973.0486273407
1654,144079.65717205743
1655,121129.88569565676
1656,144117.34020356438
1657,155546.54681604705
1658,147215.74437941215
1659,127431.98695272708
1660,149678.78551681864
1661,434765.5579342758
1662,391919.37117140996
1663,390413.52223943826
1664,521429.920968364
1665,335195.5412005107
1666,326236.65327220387
1667,379626.46898401435
1668,362218.63956700615
1669,321834.5407579683
1670,366068.83962622355
1671,272318.64947641315
1672,409767.36345985555
1673,290781.5395867737
1674,246916.52796531713
1675,206502.03032977786
1676,210094.09810508008
1677,219423.73885805614
1678,478219.18697922956
1679,391716.2885642552
1680,344496.2202417692
1681,282688.2189618109
1682,322948.56984813977
1683,192059.83870049403
1684,165534.90793354786
1685,172310.06781150703
1686,163969.4340995748
1687,163461.59966144327
1688,181385.9156432905
1689,186086.61629739532
1690,188904.03881512256
1691,176358.35846907424
1692,255200.56229647622
1693,164728.5429489368
1694,182117.30998962594
1695,167446.28157375637
1696,257702.78502873634
1697,175922.81836265104
1698,337548.7483648269
1699,328910.724313963
1700,275286.096667483
1701,281534.88863872725
1702,233113.43258426373
1703,227925.8758567914
1704,271559.9647968343
1705,245080.44463461707
1706,198006.63923584868
1707,234243.83139445283
1708,202250.7953699237
1709,248086.15169889713
1710,221802.57942506194
1711,268076.7349793103
1712,255248.83737799956
1713,284683.943718293
1714,228941.70400675165
1715,208437.49663425924
1716,184573.2532889461
1717,169383.11336102127
1718,145817.5182673931
1719,224664.1423117614
1720,249419.38102730876
1721,146218.96035204874
1722,110657.46162457846
1723,149827.32482508838
1724,215047.58145821118
1725,242264.25987709593
1726,185249.39250253502
1727,159214.11336292396
1728,153879.56772078737
1729,172304.85790809058
1730,164910.3168165679
1731,108680.1061884861
1732,133575.53527874732
1733,118080.13359338394
1734,122514.11162347673
1735,91295.00991990429
1736,96352.32167446916
1737,281317.552606625
1738,278849.628784211
1739,249795.36772189732
1740,221719.64123399951
1741,193759.47450273554
1742,179093.7079526094
1743,168547.2152922973
1744,370146.2489244337
1745,221258.28700755595
1746,206175.3668988346
1747,216472.96858525893
1748,224349.6131747245
1749,132112.8155448127
1750,136519.10596793925
1751,227393.15729895758
1752,116054.80395892856
1753,157066.80192135694
1754,196540.5143034713
1755,174227.3589966686
1756,144276.80275384197
1757,120086.98469677824
1758,144776.55643080478
1759,163313.22493843327
1760,156585.5162301052
1761,155514.1648509584
1762,190226.10123786645
1763,179563.96905375575
1764,115717.05362837657
1765,186584.04651550134
1766,194499.99180064967
1767,228407.14412802097
1768,140346.69841690012
1769,161196.4599080562
1770,148521.72191976185
1771,125453.38830464252
1772,134173.4457199514
1773,107763.30295370915
1774,155813.55864445667
1775,141810.03224137775
1776,128242.90513223002
1777,111274.57466644736
1778,148229.82080633717
1779,130583.81597439165
1780,160600.148795572
1781,126326.90951895027
1782,78478.59848987532
1783,139941.98914031242
1784,100292.09628378472
1785,144268.59890381887
1786,122867.58809616172
1787,156189.88248755818
1788,56513.962647766806
1789,103453.45741185546
1790,67560.65117242537
1791,197560.5338846402
1792,168871.7810367425
1793,137205.57751402305
1794,160796.76621582045
1795,136620.65250946023
1796,141332.26138003648
1797,120576.97753090691
1798,125976.74449938245
1799,101766.67127144721
1800,128709.18524183193
1801,128289.25171880878
1802,112515.0636109265
1803,160980.32179672876
1804,124159.38867717935
1805,129717.6010722433
1806,125143.38963181735
1807,139713.98956208595
1808,120577.2525732693
1809,133848.7130377827
1810,138345.32112331956
1811,168356.78476714646
1812,108548.23563724395
1813,142711.4630873847
1814,97809.90054174035
1815,44267.42501995363
1816,107375.06018407701
1817,108455.72461049596
1818,172329.4509624691
1819,144392.33589469863
1820,31944.81787181017
1821,109954.51832800114
1822,147028.88116841693
1823,31743.00322701654
1824,133501.19711291115
1825,153823.01601043576
1826,102059.80094290897
1827,109136.71371238574
1828,142592.5925125447
1829,118738.62043138978
1830,149118.7324208574
1831,160327.54389769712
1832,22147.481395373936
1833,148815.40098204883
1834,116489.0967064955
1835,118294.06372960808
1836,139397.9833245175
1837,79840.22823339724
1838,122301.43035616551
1839,112238.31239038554
1840,153351.16955023166
1841,135465.46206186328
1842,70985.49448398966
1843,142671.46544982656
1844,143467.71243019192
1845,147955.47703794728
1846,151267.6583747454
1847,169247.93413513026
1848,37029.11699171958
1849,97659.59650776826
1850,116708.22399228881
1851,147583.34514975676
1852,106509.38360324455
1853,121393.51702117606
1854,169754.23432208854
1855,158561.13968707854
1856,217503.16263569915
1857,120193.56224223191
1858,153057.39814756822
1859,114611.3826286348
1860,141241.3398002372
1861,113474.95622419019
1862,300041.13962351135
1863,288396.37159665197
1864,288424.87351811735
1865,366874.418042487
1866,345436.4243699033
1867,212869.32023861376
1868,290528.83622061973
1869,208829.3694845346
1870,218734.02592598833
1871,257702.79773043736
1872,173842.55494753737
1873,242915.7484586637
1874,144431.25727620593
1875,193567.71168496215
1876,203745.02786066628
1877,209804.67175630224
1878,192812.37901077908
1879,143087.94712969626
1880,133012.74884028418
1881,244999.1067108513
1882,235263.5182234568
1883,187207.50695367157
1884,204401.65642875782
1885,233462.15979049017
1886,289692.54234392964
1887,219050.51273956266
1888,258815.28895095922
1889,168462.98037826794
1890,96911.72990747134
1891,97306.06524106557
1892,104108.57831696165
1893,130960.61094060098
1894,115961.98967200983
1895,140418.26022211707
1896,126962.99522764946
1897,118202.93274909642
1898,102147.54426471831
1899,167464.79418420256
1900,156339.08046052104
1901,198032.88751416933
1902,182076.4511944952
